building_type,building_period,location_id,HRU_efficiency,infiltration_rate_1_h,total_normal_solar_energy_transmittance,ventilation_rate_1_h,window_U_value_W_m2K
HOR,2000-2010,LU,0.0,0.0,0.5025000000000001,0.0,1.6
HOR,2000-2010,LV,0.0,0.0,0.5025000000000001,0.0,2.05
HOR,2000-2010,MT,0.0,0.0,0.6375,0.0,5.6
HOR,2000-2010,NL,0.0,0.0,0.5025000000000001,0.0,1.8
HOR,2000-2010,NO,0.0,0.0,0.5025000000000001,0.0,1.7
HOR,2000-2010,PL,0.0,0.0,0.5325,0.0,2.1
HOR,2000-2010,PT,0.0,0.0,0.5625,0.0,3.8
HOR,2000-2010,RO,0.0,0.0,0.5025000000000001,0.0,1.85
HOR,2000-2010,SE,0.0,0.0,0.5025000000000001,0.0,1.7
HOR,2000-2010,SI,0.0,0.0,0.5025000000000001,0.0,1.5
HOR,2000-2010,SK,0.0,0.0,0.5025000000000001,0.0,2.0
HOR,2000-2010,UK,0.0,0.0,0.5025000000000001,0.0,2.3
HOR,2011-2021,AT,0.0,0.0,0.5025000000000001,0.0,1.4
HOR,2011-2021,BE,0.0,0.0,0.5025000000000001,0.0,2.5
HOR,2011-2021,BG,0.0,0.0,0.5025000000000001,0.0,1.8
HOR,2011-2021,CH,0.0,0.0,0.5025000000000001,0.0,1.15
HOR,2011-2021,CY,0.0,0.0,0.5025000000000001,0.0,1.35
HOR,2011-2021,CZ,0.0,0.0,0.5025000000000001,0.0,1.49
HOR,2011-2021,DE,0.0,0.0,0.5025000000000001,0.0,1.15
HOR,2011-2021,DK,0.0,0.0,0.5025000000000001,0.0,1.47
HOR,2011-2021,EE,0.0,0.0,0.5025000000000001,0.0,1.25
HOR,2011-2021,EL,0.0,0.0,0.5025000000000001,0.0,1.6
HOR,2011-2021,ES,0.0,0.0,0.6375,0.0,4.48
HOR,2011-2021,FI,0.0,0.0,0.5025000000000001,0.0,1.38
HOR,2011-2021,FR,0.0,0.0,0.5025000000000001,0.0,2.6
HOR,2011-2021,HR,0.0,0.0,0.5025000000000001,0.0,1.54
HOR,2011-2021,HU,0.0,0.0,0.5025000000000001,0.0,1.715
HOR,2011-2021,IE,0.0,0.0,0.5025000000000001,0.0,1.84
HOR,2011-2021,IT,0.0,0.0,0.5625,0.0,2.37
HOR,2011-2021,LT,0.0,0.0,0.5025000000000001,0.0,2.37
HOR,2011-2021,LU,0.0,0.0,0.5025000000000001,0.0,1.2
HOR,2011-2021,LV,0.0,0.0,0.5025000000000001,0.0,1.6
HOR,2011-2021,MT,0.0,0.0,0.6375,0.0,5.2
HOR,2011-2021,NL,0.0,0.0,0.5025000000000001,0.0,2.2
HOR,2011-2021,NO,0.0,0.0,0.5025000000000001,0.0,1.3
HOR,2011-2021,PL,0.0,0.0,0.5025000000000001,0.0,1.7
HOR,2011-2021,PT,0.0,0.0,0.5625,0.0,2.8
HOR,2011-2021,RO,0.0,0.0,0.5025000000000001,0.0,1.3
HOR,2011-2021,SE,0.0,0.0,0.5025000000000001,0.0,1.3
HOR,2011-2021,SI,0.0,0.0,0.5025000000000001,0.0,1.5
HOR,2011-2021,SK,0.0,0.0,0.5025000000000001,0.0,1.7
HOR,2011-2021,UK,0.0,0.0,0.5025000000000001,0.0,1.84
MFH,1850-1859,CH,0.0,0.0,0.5625,0.0,2.7999999999999994
MFH,1850-1859,DE,0.0,0.0,0.5625,0.0,2.7999999999999994
MFH,1850-1900,ES,0.0,0.0,0.6375,0.0,5.349999999999999
MFH,1850-1900,IT,0.0,0.0,0.6375,0.0,4.9
MFH,1850-1900,MT,0.0,0.0,0.6375,0.0,5.349999999999999
MFH,1850-1900,PT,0.0,0.0,0.6375,0.0,5.349999999999999
MFH,1850-1914,FR,0.0,0.0,0.5625,0.0,2.6
MFH,1850-1918,AT,0.0,0.0,0.5625,0.0,2.2
MFH,1850-1918,BG,0.0,0.0,0.6375,0.0,5.879999999999999
MFH,1850-1918,RO,0.0,0.0,0.6375,0.0,5.879999999999999
MFH,1850-1920,CZ,0.0,0.0,0.5625,0.0,2.7000000000000006
MFH,1850-1920,SK,0.0,0.0,0.5625,0.0,2.7000000000000006
MFH,1850-1944,HU,0.0,0.0,0.5625,0.0,3.5
MFH,1850-1945,BE,0.0,0.0,0.6375,0.0,5.0
MFH,1850-1945,HR,0.0,0.0,0.5625,0.0,2.2
MFH,1850-1945,PL,0.0,0.0,0.6375,0.0,5.0
MFH,1850-1945,SI,0.0,0.0,0.5625,0.0,2.2
MFH,1850-1960,EE,0.0,0.0,0.5625,0.0,2.22
MFH,1850-1960,FI,0.0,0.0,0.5625,0.0,2.22
MFH,1850-1960,LT,0.0,0.0,0.5625,0.0,2.22
MFH,1850-1960,LV,0.0,0.0,0.5625,0.0,2.22
MFH,1850-1960,NO,0.0,0.0,0.5625,0.0,2.22
MFH,1850-1960,SE,0.0,0.0,0.5625,0.0,2.22
MFH,1850-1964,LU,0.0,0.0,0.5625,0.0,3.323684210526316
MFH,1850-1964,NL,0.0,0.0,0.5625,0.0,3.323684210526316
MFH,1850-1980,CY,0.0,0.0,0.6375,0.0,6.099999999999999
MFH,1850-1980,EL,0.0,0.0,0.6375,0.0,4.406875
MFH,1860-1918,CH,0.0,0.0,0.5625,0.0,2.6999999999999997
MFH,1860-1918,DE,0.0,0.0,0.5625,0.0,2.6999999999999997
MFH,1901-1920,IT,0.0,0.0,0.6375,0.0,4.9
MFH,1901-1936,ES,0.0,0.0,0.6375,0.0,5.349999999999999
MFH,1901-1936,MT,0.0,0.0,0.6375,0.0,5.349999999999999
MFH,1901-1936,PT,0.0,0.0,0.6375,0.0,5.349999999999999
MFH,1915-1948,FR,0.0,0.0,0.5625,0.0,2.7999999999999994
MFH,1919-1929,BG,0.0,0.0,0.6375,0.0,5.88
MFH,1919-1929,RO,0.0,0.0,0.6375,0.0,5.88
MFH,1919-1944,AT,0.0,0.0,0.5025000000000001,0.0,1.3999999999999997
MFH,1919-1948,CH,0.0,0.0,0.5625,0.0,3.0
MFH,1919-1948,DE,0.0,0.0,0.5625,0.0,3.0
MFH,1921-1945,CZ,0.0,0.0,0.5625,0.0,2.7000000000000006
MFH,1921-1945,IT,0.0,0.0,0.6375,0.0,4.9
MFH,1921-1945,SK,0.0,0.0,0.5625,0.0,2.7000000000000006
MFH,1930-1959,BG,0.0,0.0,0.5625,0.0,2.32
MFH,1930-1959,RO,0.0,0.0,0.5625,0.0,2.32
MFH,1937-1959,ES,0.0,0.0,0.6375,0.0,5.7
MFH,1937-1959,MT,0.0,0.0,0.6375,0.0,5.7
MFH,1937-1959,PT,0.0,0.0,0.6375,0.0,5.7
MFH,1945-1960,AT,0.0,0.0,0.5625,0.0,3.0
MFH,1945-1979,HU,0.0,0.0,0.5625,0.0,2.5
MFH,1946-1960,CZ,0.0,0.0,0.5625,0.0,2.7999999999999994
MFH,1946-1960,IT,0.0,0.0,0.6375,0.0,4.9
MFH,1946-1960,SK,0.0,0.0,0.5625,0.0,2.7999999999999994
MFH,1946-1966,PL,0.0,0.0,0.5625,0.0,2.6
MFH,1946-1970,BE,0.0,0.0,0.6375,0.0,5.0
MFH,1946-1970,HR,0.0,0.0,0.5625,0.0,2.2
MFH,1946-1970,SI,0.0,0.0,0.5625,0.0,2.2
MFH,1949-1957,CH,0.0,0.0,0.5625,0.0,2.9999999999999996
MFH,1949-1957,DE,0.0,0.0,0.5625,0.0,2.9999999999999996
MFH,1949-1967,FR,0.0,0.0,0.6375,0.0,4.8
MFH,1958-1968,CH,0.0,0.0,0.5625,0.0,3.0
MFH,1958-1968,DE,0.0,0.0,0.5625,0.0,3.0
MFH,1960-1979,ES,0.0,0.0,0.6375,0.0,5.7
MFH,1960-1979,MT,0.0,0.0,0.6375,0.0,5.7
MFH,1960-1979,PT,0.0,0.0,0.6375,0.0,5.7
MFH,1960-1998,BG,0.0,0.0,0.5625,0.0,2.63
MFH,1960-1998,RO,0.0,0.0,0.5625,0.0,2.63
MFH,1961-1975,EE,0.0,0.0,0.5625,0.0,2.22
MFH,1961-1975,FI,0.0,0.0,0.5625,0.0,2.22
MFH,1961-1975,IT,0.0,0.0,0.6375,0.0,4.9
MFH,1961-1975,LT,0.0,0.0,0.5625,0.0,2.22
MFH,1961-1975,LV,0.0,0.0,0.5625,0.0,2.22
MFH,1961-1975,NO,0.0,0.0,0.5625,0.0,2.22
MFH,1961-1975,SE,0.0,0.0,0.5625,0.0,2.22
MFH,1961-1980,AT,0.0,0.0,0.5025000000000001,0.0,1.5
MFH,1961-1980,CZ,0.0,0.0,0.5625,0.0,2.7999999999999994
MFH,1961-1980,SK,0.0,0.0,0.5625,0.0,2.7999999999999994
MFH,1965-1974,LU,0.0,0.0,0.5625,0.0,3.465775401069519
MFH,1965-1974,NL,0.0,0.0,0.5625,0.0,3.465775401069519
MFH,1967-1985,PL,0.0,0.0,0.5625,0.0,2.6
MFH,1968-1974,FR,0.0,0.0,0.6375,0.0,5.599999999999999
MFH,1969-1978,CH,0.0,0.0,0.5625,0.0,3.0
MFH,1969-1978,DE,0.0,0.0,0.5625,0.0,3.0
MFH,1971-1980,HR,0.0,0.0,0.5625,0.0,2.8
MFH,1971-1980,SI,0.0,0.0,0.5625,0.0,2.8
MFH,1971-1990,BE,0.0,0.0,0.5625,0.0,4.3
MFH,1975-1981,FR,0.0,0.0,0.5625,0.0,2.7999999999999994
MFH,1975-1991,LU,0.0,0.0,0.5625,0.0,3.080714285714285
MFH,1975-1991,NL,0.0,0.0,0.5625,0.0,3.080714285714285
MFH,1976-1985,EE,0.0,0.0,0.5625,0.0,2.04
MFH,1976-1985,FI,0.0,0.0,0.5625,0.0,2.04
MFH,1976-1985,LT,0.0,0.0,0.5625,0.0,2.04
MFH,1976-1985,LV,0.0,0.0,0.5625,0.0,2.04
MFH,1976-1985,NO,0.0,0.0,0.5625,0.0,2.04
MFH,1976-1985,SE,0.0,0.0,0.5625,0.0,2.04
MFH,1976-1990,IT,0.0,0.0,0.5625,0.0,3.7000000000000006
MFH,1979-1983,CH,0.0,0.0,0.5625,0.0,3.0
MFH,1979-1983,DE,0.0,0.0,0.5625,0.0,3.0
MFH,1980-1989,HU,0.0,0.0,0.5625,0.0,2.5
MFH,1980-2006,ES,0.0,0.0,0.5625,0.0,3.37
MFH,1980-2006,MT,0.0,0.0,0.5625,0.0,3.37
MFH,1980-2006,PT,0.0,0.0,0.5625,0.0,3.37
MFH,1981-1990,AT,0.0,0.0,0.5025000000000001,0.0,2.1895696571845367
MFH,1981-1994,CZ,0.0,0.0,0.5625,0.0,2.7999999999999994
MFH,1981-1994,SK,0.0,0.0,0.5625,0.0,2.7999999999999994
MFH,1981-2000,EL,0.0,0.0,0.6375,0.0,5.413124999999999
MFH,1981-2001,HR,0.0,0.0,0.5025000000000001,0.0,1.4
MFH,1981-2001,SI,0.0,0.0,0.5025000000000001,0.0,1.4
MFH,1981-2006,CY,0.0,0.0,0.6375,0.0,6.099999999999999
MFH,1982-1989,FR,0.0,0.0,0.5625,0.0,2.7999999999999994
MFH,1984-1994,CH,0.0,0.0,0.5625,0.0,3.0
MFH,1984-1994,DE,0.0,0.0,0.5625,0.0,3.0
MFH,1986-1992,PL,0.0,0.0,0.5625,0.0,2.6
MFH,1986-1995,EE,0.0,0.0,0.5025000000000001,0.0,1.8
MFH,1986-1995,FI,0.0,0.0,0.5025000000000001,0.0,1.8
MFH,1986-1995,LT,0.0,0.0,0.5025000000000001,0.0,1.8
MFH,1986-1995,LV,0.0,0.0,0.5025000000000001,0.0,1.8
MFH,1986-1995,NO,0.0,0.0,0.5025000000000001,0.0,1.8
MFH,1986-1995,SE,0.0,0.0,0.5025000000000001,0.0,1.8
MFH,1990-1999,FR,0.0,0.0,0.5625,0.0,2.6
MFH,1990-2005,HU,0.0,0.0,0.5625,0.0,2.0
MFH,1991-2000,AT,0.0,0.0,0.5025000000000001,0.0,1.3999999999999997
MFH,1991-2005,BE,0.0,0.0,0.5625,0.0,3.5
MFH,1991-2005,IT,0.0,0.0,0.5025000000000001,0.0,2.2
MFH,1992-2005,LU,0.0,0.0,0.5025000000000001,0.0,1.8187500000000003
MFH,1992-2005,NL,0.0,0.0,0.5025000000000001,0.0,1.8187500000000003
MFH,1993-2002,PL,0.0,0.0,0.5025000000000001,0.0,1.6000000000000003
MFH,1995-2001,CH,0.0,0.0,0.5025000000000001,0.0,1.8999999999999997
MFH,1995-2001,DE,0.0,0.0,0.5025000000000001,0.0,1.8999999999999997
MFH,1995-2010,CZ,0.0,0.0,0.5025000000000001,0.0,1.8
MFH,1995-2010,SK,0.0,0.0,0.5025000000000001,0.0,1.8
MFH,1996-2021,EE,0.0,0.0,0.5025000000000001,0.0,1.97
MFH,1996-2021,FI,0.0,0.0,0.5025000000000001,0.0,1.97
MFH,1996-2021,LT,0.0,0.0,0.5025000000000001,0.0,1.97
MFH,1996-2021,LV,0.0,0.0,0.5025000000000001,0.0,1.97
MFH,1996-2021,NO,0.0,0.0,0.5025000000000001,0.0,1.97
MFH,1996-2021,SE,0.0,0.0,0.5025000000000001,0.0,1.97
MFH,1999-2008,BG,0.0,0.0,0.5025000000000001,0.0,1.1
MFH,1999-2008,RO,0.0,0.0,0.5025000000000001,0.0,1.1
MFH,2000-2005,FR,0.0,0.0,0.5025000000000001,0.0,1.683056478405316
MFH,2001-2009,AT,0.0,0.0,0.5025000000000001,0.0,1.1
MFH,2001-2010,EL,0.0,0.0,0.5625,0.0,4.11
MFH,2002-2008,HR,0.0,0.0,0.5025000000000001,0.0,1.3999999999999997
MFH,2002-2008,SI,0.0,0.0,0.5025000000000001,0.0,1.3999999999999997
MFH,2002-2009,CH,0.0,0.0,0.5025000000000001,0.0,1.3999999999999997
MFH,2002-2009,DE,0.0,0.0,0.5025000000000001,0.0,1.3999999999999997
MFH,2003-2008,PL,0.0,0.0,0.5025000000000001,0.0,1.5
MFH,2006-2011,BE,0.0,0.0,0.5025000000000001,0.0,2.0
MFH,2006-2012,FR,0.0,0.0,0.5025000000000001,0.0,1.6000000000000003
MFH,2006-2014,LU,0.0,0.0,0.5025000000000001,0.0,1.7999999999999998
MFH,2006-2014,NL,0.0,0.0,0.5025000000000001,0.0,1.7999999999999998
MFH,2006-2021,HU,0.0,0.0,0.5025000000000001,0.0,1.4999999999999998
MFH,2006-2021,IT,0.0,0.0,0.5025000000000001,0.0,2.2
MFH,2007-2013,CY,0.0,0.0,0.5625,0.0,3.2000000000000006
MFH,2007-2021,ES,0.0,0.0,0.5625,0.0,3.3699999999999997
MFH,2007-2021,MT,0.0,0.0,0.5625,0.0,3.3699999999999997
MFH,2007-2021,PT,0.0,0.0,0.5625,0.0,3.3699999999999997
MFH,2009-2021,BG,0.0,0.0,0.5025000000000001,0.0,1.1
MFH,2009-2021,HR,0.0,0.0,0.5025000000000001,0.0,1.0999999999999999
MFH,2009-2021,PL,0.0,0.0,0.5025000000000001,0.0,1.3999999999999997
MFH,2009-2021,RO,0.0,0.0,0.5025000000000001,0.0,1.1
MFH,2009-2021,SI,0.0,0.0,0.5025000000000001,0.0,1.0999999999999999
MFH,2010-2015,CH,0.0,0.0,0.5025000000000001,0.0,1.3
MFH,2010-2015,DE,0.0,0.0,0.5025000000000001,0.0,1.3
MFH,2010-2021,AT,0.0,0.0,0.5025000000000001,0.0,1.3999999999999997
MFH,2011-2021,CZ,0.0,0.0,0.5025000000000001,0.0,1.2
MFH,2011-2021,EL,0.0,0.0,0.5025000000000001,0.0,2.9081081081081086
MFH,2011-2021,SK,0.0,0.0,0.5025000000000001,0.0,1.2
MFH,2012-2021,BE,0.0,0.0,0.5025000000000001,0.0,1.7
MFH,2013-2021,FR,0.0,0.0,0.5025000000000001,0.0,1.3999999999999997
MFH,2014-2021,CY,0.0,0.0,0.5625,0.0,3.2000000000000006
MFH,2015-2021,LU,0.0,0.0,0.5025000000000001,0.0,1.7999999999999998
MFH,2015-2021,NL,0.0,0.0,0.5025000000000001,0.0,1.7999999999999998
MFH,2016-2021,CH,0.0,0.0,0.5025000000000001,0.0,1.3
MFH,2016-2021,DE,0.0,0.0,0.5025000000000001,0.0,1.3
OFF,1850-1944,AT,0.0,0.0,0.5625,0.0,3.2
OFF,1850-1944,BE,0.0,0.0,0.6375,0.0,4.5
OFF,1850-1944,BG,0.0,0.0,0.5625,0.0,3.1
OFF,1850-1944,CH,0.0,0.0,0.5625,0.0,2.9
OFF,1850-1944,CY,0.0,0.0,0.6375,0.0,6.125
OFF,1850-1944,CZ,0.0,0.0,0.5625,0.0,2.8
OFF,1850-1944,DE,0.0,0.0,0.5625,0.0,2.9
OFF,1850-1944,DK,0.0,0.0,0.5625,0.0,2.6
OFF,1850-1944,EE,0.0,0.0,0.5025000000000001,0.0,1.8
OFF,1850-1944,EL,0.0,0.0,0.6375,0.0,5.1
OFF,1850-1944,ES,0.0,0.0,0.6375,0.0,5.8
OFF,1850-1944,FI,0.0,0.0,0.5625,0.0,2.4
OFF,1850-1944,FR,0.0,0.0,0.6375,0.0,5.0
OFF,1850-1944,HR,0.0,0.0,0.6375,0.0,4.9
OFF,1850-1944,HU,0.0,0.0,0.5625,0.0,3.0
OFF,1850-1944,IE,0.0,0.0,0.6375,0.0,4.8
OFF,1850-1944,IT,0.0,0.0,0.6375,0.0,5.5
OFF,1850-1944,LT,0.0,0.0,0.5625,0.0,2.4
OFF,1850-1944,LU,0.0,0.0,0.6375,0.0,4.5
OFF,1850-1944,LV,0.0,0.0,0.5625,0.0,2.7
OFF,1850-1944,MT,0.0,0.0,0.6375,0.0,6.1000000000000005
OFF,1850-1944,NL,0.0,0.0,0.5625,0.0,3.8
OFF,1850-1944,NO,0.0,0.0,0.5625,0.0,3.2
OFF,1850-1944,PL,0.0,0.0,0.6375,0.0,4.7
OFF,1850-1944,PT,0.0,0.0,0.6375,0.0,4.5
OFF,1850-1944,RO,0.0,0.0,0.5625,0.0,2.6
OFF,1850-1944,SE,0.0,0.0,0.5625,0.0,3.2
OFF,1850-1944,SI,0.0,0.0,0.5625,0.0,2.2
OFF,1850-1944,SK,0.0,0.0,0.5625,0.0,3.2
OFF,1850-1944,UK,0.0,0.0,0.6375,0.0,4.8
OFF,1945-1969,AT,0.0,0.0,0.5625,0.0,3.2
OFF,1945-1969,BE,0.0,0.0,0.6375,0.0,4.6
OFF,1945-1969,BG,0.0,0.0,0.5625,0.0,3.05
OFF,1945-1969,CH,0.0,0.0,0.5625,0.0,2.4
OFF,1945-1969,CY,0.0,0.0,0.6375,0.0,6.05
OFF,1945-1969,CZ,0.0,0.0,0.5625,0.0,2.4
OFF,1945-1969,DE,0.0,0.0,0.5625,0.0,2.4
OFF,1945-1969,DK,0.0,0.0,0.5625,0.0,2.51
OFF,1945-1969,EE,0.0,0.0,0.5025000000000001,0.0,1.4
OFF,1945-1969,EL,0.0,0.0,0.6375,0.0,5.05
OFF,1945-1969,ES,0.0,0.0,0.6375,0.0,5.95
OFF,1945-1969,FI,0.0,0.0,0.5625,0.0,2.3
OFF,1945-1969,FR,0.0,0.0,0.6375,0.0,4.7
OFF,1945-1969,HR,0.0,0.0,0.6375,0.0,4.8
OFF,1945-1969,HU,0.0,0.0,0.5625,0.0,2.85
OFF,1945-1969,IE,0.0,0.0,0.6375,0.0,4.8
OFF,1945-1969,IT,0.0,0.0,0.6375,0.0,5.2
OFF,1945-1969,LT,0.0,0.0,0.5625,0.0,2.35
OFF,1945-1969,LU,0.0,0.0,0.5625,0.0,3.9
OFF,1945-1969,LV,0.0,0.0,0.5625,0.0,2.6
OFF,1945-1969,MT,0.0,0.0,0.6375,0.0,6.0
OFF,1945-1969,NL,0.0,0.0,0.5625,0.0,3.7
OFF,1945-1969,NO,0.0,0.0,0.5625,0.0,3.1
OFF,1945-1969,PL,0.0,0.0,0.5625,0.0,3.7
OFF,1945-1969,PT,0.0,0.0,0.6375,0.0,4.45
OFF,1945-1969,RO,0.0,0.0,0.5625,0.0,2.7
OFF,1945-1969,SE,0.0,0.0,0.5625,0.0,3.1
OFF,1945-1969,SI,0.0,0.0,0.5625,0.0,2.8
OFF,1945-1969,SK,0.0,0.0,0.5625,0.0,3.05
OFF,1945-1969,UK,0.0,0.0,0.6375,0.0,4.8
OFF,1970-1979,AT,0.0,0.0,0.5625,0.0,3.2
OFF,1970-1979,BE,0.0,0.0,0.5625,0.0,4.2
OFF,1970-1979,BG,0.0,0.0,0.5625,0.0,3.0
OFF,1970-1979,CH,0.0,0.0,0.5025000000000001,0.0,2.15
OFF,1970-1979,CY,0.0,0.0,0.6375,0.0,5.97
OFF,1970-1979,CZ,0.0,0.0,0.5625,0.0,2.2
OFF,1970-1979,DE,0.0,0.0,0.5025000000000001,0.0,2.15
OFF,1970-1979,DK,0.0,0.0,0.5625,0.0,2.51
OFF,1970-1979,EE,0.0,0.0,0.5025000000000001,0.0,1.2999999999999998
OFF,1970-1979,EL,0.0,0.0,0.6375,0.0,5.0
OFF,1970-1979,ES,0.0,0.0,0.6375,0.0,6.1
OFF,1970-1979,FI,0.0,0.0,0.5325,0.0,2.2
OFF,1970-1979,FR,0.0,0.0,0.6375,0.0,4.4
OFF,1970-1979,HR,0.0,0.0,0.6375,0.0,4.75
OFF,1970-1979,HU,0.0,0.0,0.5625,0.0,2.77
OFF,1970-1979,IE,0.0,0.0,0.5625,0.0,4.05
OFF,1970-1979,IT,0.0,0.0,0.6375,0.0,4.9
OFF,1970-1979,LT,0.0,0.0,0.5625,0.0,2.3
OFF,1970-1979,LU,0.0,0.0,0.5625,0.0,3.2
OFF,1970-1979,LV,0.0,0.0,0.5625,0.0,2.55
OFF,1970-1979,MT,0.0,0.0,0.6375,0.0,5.9
OFF,1970-1979,NL,0.0,0.0,0.5625,0.0,3.55
OFF,1970-1979,NO,0.0,0.0,0.5625,0.0,3.0
OFF,1970-1979,PL,0.0,0.0,0.5625,0.0,2.6
OFF,1970-1979,PT,0.0,0.0,0.6375,0.0,4.475
OFF,1970-1979,RO,0.0,0.0,0.5625,0.0,2.55
OFF,1970-1979,SE,0.0,0.0,0.5625,0.0,3.0
OFF,1970-1979,SI,0.0,0.0,0.5625,0.0,2.5
OFF,1970-1979,SK,0.0,0.0,0.5625,0.0,2.9
OFF,1970-1979,UK,0.0,0.0,0.5625,0.0,4.05
OFF,1980-1989,AT,0.0,0.0,0.5025000000000001,0.0,2.1
OFF,1980-1989,BE,0.0,0.0,0.5625,0.0,3.8
OFF,1980-1989,BG,0.0,0.0,0.5625,0.0,2.9
OFF,1980-1989,CH,0.0,0.0,0.5025000000000001,0.0,1.9
OFF,1980-1989,CY,0.0,0.0,0.6375,0.0,5.9
OFF,1980-1989,CZ,0.0,0.0,0.5625,0.0,2.1
OFF,1980-1989,DE,0.0,0.0,0.5025000000000001,0.0,1.9
OFF,1980-1989,DK,0.0,0.0,0.5625,0.0,2.49
OFF,1980-1989,EE,0.0,0.0,0.5025000000000001,0.0,1.25
OFF,1980-1989,EL,0.0,0.0,0.6375,0.0,5.3
OFF,1980-1989,ES,0.0,0.0,0.5625,0.0,3.3
OFF,1980-1989,FI,0.0,0.0,0.5025000000000001,0.0,2.0
OFF,1980-1989,FR,0.0,0.0,0.5625,0.0,3.4
OFF,1980-1989,HR,0.0,0.0,0.6375,0.0,4.6
OFF,1980-1989,HU,0.0,0.0,0.5625,0.0,2.7
OFF,1980-1989,IE,0.0,0.0,0.5625,0.0,3.3
OFF,1980-1989,IT,0.0,0.0,0.6375,0.0,4.2
OFF,1980-1989,LT,0.0,0.0,0.5325,0.0,2.1
OFF,1980-1989,LU,0.0,0.0,0.5025000000000001,0.0,2.0
OFF,1980-1989,LV,0.0,0.0,0.5625,0.0,2.53
OFF,1980-1989,MT,0.0,0.0,0.6375,0.0,5.8
OFF,1980-1989,NL,0.0,0.0,0.5625,0.0,3.4
OFF,1980-1989,NO,0.0,0.0,0.5625,0.0,2.5
OFF,1980-1989,PL,0.0,0.0,0.5625,0.0,2.45
OFF,1980-1989,PT,0.0,0.0,0.6375,0.0,4.4
OFF,1980-1989,RO,0.0,0.0,0.5625,0.0,2.475
OFF,1980-1989,SE,0.0,0.0,0.5625,0.0,2.5
OFF,1980-1989,SI,0.0,0.0,0.5025000000000001,0.0,1.9
OFF,1980-1989,SK,0.0,0.0,0.5625,0.0,2.6
OFF,1980-1989,UK,0.0,0.0,0.5625,0.0,3.3
OFF,1990-1999,AT,0.0,0.0,0.5025000000000001,0.0,1.4
OFF,1990-1999,BE,0.0,0.0,0.5625,0.0,3.7
OFF,1990-1999,BG,0.0,0.0,0.5625,0.0,2.7
OFF,1990-1999,CH,0.0,0.0,0.5025000000000001,0.0,1.6
OFF,1990-1999,CY,0.0,0.0,0.5025000000000001,0.0,2.5
OFF,1990-1999,CZ,0.0,0.0,0.5025000000000001,0.0,1.8
OFF,1990-1999,DE,0.0,0.0,0.5025000000000001,0.0,1.6
OFF,1990-1999,DK,0.0,0.0,0.5025000000000001,0.0,2.05
OFF,1990-1999,EE,0.0,0.0,0.5025000000000001,0.0,1.25
OFF,1990-1999,EL,0.0,0.0,0.5625,0.0,3.7
OFF,1990-1999,ES,0.0,0.0,0.5625,0.0,3.05
